certify,approve,speccert,wouldyou,recert,subdisc,college,employ,workenv,workact,yearsmem
5,3,3,4,4,BI,P,E,G,C,10
1,3,2,1,1,BI,P,E,A,R,0
2,3,2,2,1,BI,P,E,A,R,15
2,3,2,2,2,TH,P,E,A,E,0
1,2,2,1,2,PE,P,E,A,E,2
1,2,4,1,2,QP,P,E,G,E,31
2,3,4,2,2,BA,P,E,A,E,21
5,5,5,5,5,BI,P,E,A,R,15
5,3,5,5,5,BP,P,E,I,R,12
1,2,1,1,5,PE,P,E,G,C,22
5,5,5,5,5,MR,P,E,A,R,16
5,4,5,3,3,BP,P,E,I,P,39
5,5,5,5,5,BE,M,E,I,C,20
1,2,5,4,2,QP,M,E,I,C,3
0,5,5,2,4,BI,P,E,A,R,10
1,1,1,1,1,PE,P,E,I,C,29
2,5,2,5,1,SS,P,E,G,R,12
5,5,5,4,3,BI,P,E,A,E,20
4,4,3,2,3,SR,P,E,A,R,6
1,2,5,1,4,BI,M,E,I,C,6
5,5,5,3,5,BI,P,E,G,R,7
1,2,1,1,1,CM,P,E,A,E,14
5,5,5,4,5,CE,P,E,A,E,18
5,5,5,2,5,EN,P,E,I,C,3
5,5,5,5,5,CM,M,E,I,P,18
2,3,0,2,1,QP,P,E,A,E,2
1,2,4,2,4,CM,P,E,A,E,30
1,2,1,1,2,CM,P,E,I,C,10
5,5,5,1,3,BI,P,E,A,R,14
2,4,2,2,3,SR,M,E,G,R,1
5,5,5,2,0,QP,M,E,I,C,5
1,1,3,2,1,QP,M,E,A,E,16
2,4,2,2,3,SS,P,E,A,R,20
2,4,2,1,1,EP,P,E,A,R,15
2,0,5,1,1,SR,M,E,G,R,20
1,2,4,1,2,CM,B,E,I,P,3
5,5,5,5,5,BI,P,E,G,R,24
5,5,5,5,5,CM,M,E,I,P,20
2,2,2,1,1,BP,M,I,I,S,1
1,2,2,1,1,CM,M,E,G,E,1
2,4,2,5,1,SR,P,E,G,P,3
1,5,4,2,5,GV,M,E,G,P,4
4,4,4,4,5,GV,B,E,G,P,2
3,3,3,4,3,GV,P,E,A,E,2
5,0,5,2,0,BI,P,E,G,P,20
1,1,4,1,1,CE,P,E,A,E,22
2,5,5,5,5,PE,P,E,A,R,30
1,3,1,1,1,SR,M,I,I,S,1
2,3,2,1,2,BI,M,E,I,C,2
5,5,2,2,4,BI,M,E,I,C,8
5,5,5,4,5,BP,M,S,I,C,15
5,5,5,5,3,BI,P,E,A,C,40
1,1,2,4,4,BI,P,E,I,R,12
1,1,2,1,1,BP,M,E,I,P,10
4,5,5,4,4,BP,M,E,I,C,2
2,2,1,1,2,SS,M,E,A,R,2
1,3,5,1,5,BI,P,E,A,E,6
5,4,3,2,5,BE,M,E,I,C,10
5,5,5,5,5,BP,P,E,I,P,15
4,4,5,4,2,BP,M,E,I,C,9
2,3,2,1,1,QP,P,S,I,C,11
5,5,5,2,5,BP,M,E,I,P,5
5,5,5,5,5,BI,P,E,A,E,40
5,5,5,3,3,BI,P,E,A,R,5
1,1,3,1,1,BP,P,E,A,R,3
2,4,5,5,2,QP,B,E,I,P,2
1,1,5,2,3,PE,M,E,G,P,13
2,2,2,2,2,BI,M,E,A,R,4
5,4,5,2,3,MR,M,S,I,C,14
5,5,5,5,5,MR,M,E,I,P,5
2,1,2,2,1,BI,P,E,A,C,5
2,2,3,4,2,BI,P,E,A,R,17
5,5,5,3,5,BE,P,S,I,C,8
5,3,5,2,4,SR,P,E,A,R,10
1,1,4,1,4,QP,P,E,A,R,6
1,2,2,1,2,BI,P,S,I,C,16
1,1,5,1,2,BE,P,E,A,E,5
2,4,5,5,1,BI,P,S,I,C,18
5,5,5,2,5,BP,P,E,I,C,19
2,3,5,1,5,BP,P,S,I,C,28
2,5,2,2,5,CM,N,E,I,R,4
5,5,5,5,5,PE,P,E,A,R,40
1,2,5,1,1,CE,P,E,A,E,10
1,2,5,1,5,GV,M,E,G,R,5
3,2,4,2,4,QP,P,E,A,R,19
2,2,1,2,5,CE,P,E,A,E,15
1,1,2,5,2,GV,M,E,G,C,29
5,5,5,5,5,BI,P,E,A,E,20
1,3,1,1,1,BI,B,E,G,R,2
1,1,5,2,5,SR,P,E,A,E,30
1,1,4,1,1,PE,P,E,A,C,20
2,4,5,5,2,BP,P,E,I,C,52
5,5,5,2,3,BP,P,E,I,P,2
2,3,4,2,2,BI,P,E,A,R,1
5,5,3,4,4,CM,P,E,I,C,8
1,2,1,1,1,CE,M,E,A,R,1
5,5,5,5,5,PE,M,E,G,R,15
1,2,3,1,3,BA,M,I,A,S,1
5,3,5,3,5,BI,P,E,G,P,30
1,3,5,5,2,PE,P,E,A,E,35
2,2,1,2,2,SS,M,E,I,C,1
1,1,1,1,1,BA,P,E,A,R,16
2,2,5,1,4,BI,P,E,G,P,12
1,2,1,1,2,QP,P,E,A,E,17
5,5,5,4,5,BI,M,E,I,R,1
2,2,3,4,3,SR,P,E,A,R,18
5,5,5,5,5,BP,M,E,A,R,8
4,4,4,1,1,BI,P,E,G,C,6
5,5,5,5,5,EN,P,E,A,E,28
5,5,5,2,4,SS,P,E,A,R,4
1,2,5,5,1,BE,M,R,A,E,10
1,2,5,1,1,BI,P,E,A,R,6
1,1,2,5,2,BI,P,R,A,R,13
2,3,4,2,3,BI,P,E,A,R,1
3,2,5,5,5,SS,M,R,G,R,45
5,5,5,2,3,BE,P,S,I,R,35
5,5,2,1,1,PE,M,E,I,P,24
4,5,5,4,5,SS,P,R,A,E,2
4,5,2,1,2,QP,P,E,A,R,3
2,3,2,1,1,BI,P,E,A,R,5
2,3,5,1,4,BI,P,E,A,E,4
5,5,5,3,3,BI,P,E,A,R,15
1,3,3,1,1,BA,P,E,A,E,5
1,1,2,1,5,SS,M,E,G,R,20
1,1,2,2,1,BE,P,E,A,E,25
1,1,5,1,1,QP,P,E,I,P,18
2,2,1,2,3,GV,P,E,G,P,20
2,2,2,1,1,CM,M,U,I,S,3
5,5,5,5,3,QP,M,E,I,C,6
1,2,2,1,4,BP,P,E,I,P,5
2,2,1,4,1,CM,M,E,G,R,1
5,5,5,5,3,SS,P,E,A,E,2
3,2,1,1,2,MR,P,E,A,C,4
5,5,5,5,5,BI,P,E,A,E,15
1,2,5,1,1,QP,M,S,I,C,24
5,5,5,5,5,PE,P,E,A,R,14
5,5,5,5,5,BE,P,E,I,C,2
5,5,5,5,3,BI,M,E,A,R,15
4,4,4,4,4,BI,M,E,A,R,2
5,5,5,4,5,QP,P,E,A,R,9
5,5,3,4,5,BI,M,E,A,R,2
2,2,4,2,4,SR,P,E,A,R,9
2,3,5,2,5,PE,M,E,I,P,9
1,2,5,1,2,BI,M,E,A,C,1
1,3,5,1,1,CM,P,E,A,R,16
1,3,2,2,4,PE,B,S,I,R,1
1,3,5,2,3,BI,P,E,A,E,8
2,2,1,4,3,BI,P,E,A,E,11
3,4,5,5,5,TH,P,E,A,R,2
5,5,5,1,3,SR,P,E,I,R,20
1,2,4,2,2,BP,P,E,I,P,18
2,5,4,4,2,CM,M,I,A,S,4
1,1,2,2,2,BI,M,E,G,C,30
4,5,5,5,2,PE,P,E,A,E,20
5,3,5,2,2,BI,M,E,I,C,10
1,3,1,1,5,BP,B,E,I,P,7
5,5,5,0,0,SG,P,E,A,R,8
2,5,5,2,5,BP,M,E,I,P,6
1,1,1,1,1,BI,M,E,A,C,5
2,2,1,1,5,EN,M,E,I,C,2
2,5,1,2,5,BI,M,I,A,S,4
1,0,2,1,2,PE,P,E,A,E,4
1,1,5,2,2,BI,P,E,G,R,6
5,5,5,1,5,PE,P,E,G,C,25
1,1,2,1,5,BA,P,E,A,R,3
2,3,1,2,2,BE,M,E,I,P,5
5,5,5,2,5,BP,M,E,I,P,9
1,1,2,1,1,BI,M,E,A,R,20
1,2,5,5,2,BI,P,E,A,E,27
1,2,2,2,4,BE,P,E,A,C,3
1,1,2,5,2,TH,M,I,A,S,3
2,2,5,5,2,BI,P,E,A,E,20
1,2,2,1,5,MR,P,E,A,R,2
5,5,5,5,5,MR,P,E,I,P,5
4,2,5,4,1,BI,M,E,A,C,15
5,5,5,5,5,PE,M,E,I,C,15
2,3,4,1,5,BI,P,E,A,C,4
2,3,5,5,5,BE,P,E,A,E,10
2,3,4,2,2,CM,M,E,A,E,4
5,2,2,2,2,BI,P,E,A,R,20
2,3,4,2,1,TH,P,E,A,E,20
2,3,5,1,2,CM,P,E,A,C,2
5,3,5,1,5,BP,M,E,A,P,5
1,1,5,1,5,EN,M,E,I,C,2
1,1,3,1,1,GV,M,U,G,R,5
2,2,2,1,3,SR,B,E,I,R,1
5,5,5,5,5,QP,P,E,A,E,17
5,5,5,5,5,BP,P,S,I,C,30
2,2,1,3,2,CM,P,E,A,E,6
1,3,1,1,5,QP,B,E,I,P,20
2,2,3,2,5,SS,P,E,A,E,18
5,5,5,5,5,BP,M,E,I,R,6
1,2,2,2,5,BI,P,E,I,P,8
5,5,5,1,5,BA,P,E,A,R,7
5,3,5,2,3,QP,M,E,I,P,10
2,3,2,2,2,CM,M,E,I,P,14
2,2,3,4,5,CE,M,I,A,S,4
2,2,2,2,2,TH,P,E,A,E,10
1,1,2,1,1,CM,P,U,A,E,12
5,5,5,4,5,BI,P,E,A,R,25
5,5,5,5,5,PE,P,E,A,R,20
2,4,1,2,4,SR,M,E,I,R,8
5,5,5,5,5,CM,P,E,I,P,25
1,3,1,1,2,PE,P,E,A,R,9
2,4,5,1,2,QP,P,E,A,R,1
1,3,3,5,1,BI,P,E,A,E,30
1,2,1,1,2,CE,M,E,A,E,2
5,5,5,1,5,BP,M,E,A,R,10
5,5,5,5,5,BP,M,E,I,P,6
4,4,4,4,4,MR,P,E,I,C,4
5,5,5,5,5,GV,M,E,G,R,20
1,1,2,1,1,QP,P,E,A,E,23
5,5,5,5,3,BP,M,E,I,R,13
1,1,5,1,1,QP,P,S,I,C,39
5,5,5,2,1,BE,P,R,A,R,30
2,2,1,5,5,PE,P,E,A,R,9
2,1,1,1,2,QP,P,E,A,E,7
2,4,2,5,4,BI,P,E,I,P,19
1,1,1,1,3,MR,M,S,I,C,5
5,5,5,3,3,BI,M,E,I,C,12
2,2,1,1,5,BP,M,E,I,P,9
5,5,5,5,5,BE,P,E,A,R,3
5,5,5,5,5,BI,P,E,I,P,8
1,1,2,1,2,SR,P,E,A,R,15
2,3,3,2,4,BP,P,E,I,C,10
2,2,2,1,2,SR,M,E,A,R,18
5,5,5,5,5,SS,P,E,A,E,25
5,4,5,4,2,PE,P,E,A,R,13
2,2,5,2,5,SS,P,E,I,R,10
5,5,5,5,5,BE,P,E,I,C,20
3,3,3,3,2,TH,M,E,I,P,7
2,2,1,2,4,BE,B,E,I,R,1
5,5,5,5,5,CM,P,E,A,R,8
5,5,5,5,5,BI,P,E,G,R,1
5,5,2,4,5,BI,P,E,I,P,14
1,2,2,2,2,BP,P,E,I,R,15
5,5,5,5,5,BI,P,E,A,R,10
1,2,2,1,1,BI,P,E,A,R,8
5,5,5,1,5,QP,M,E,I,C,10
4,4,4,5,2,QP,P,R,I,C,22
5,5,5,5,3,BE,P,E,G,R,30
1,1,1,1,5,CM,M,I,A,S,3
1,3,1,1,2,BP,P,I,A,S,3
5,5,5,5,5,BI,P,E,A,R,30
2,2,1,4,1,SR,P,E,A,E,40
4,3,3,4,1,PE,P,E,I,P,20
5,5,5,5,5,BP,P,E,I,R,18
3,3,4,4,5,BP,P,E,I,C,10
5,5,5,3,3,BP,P,E,I,P,14
1,1,1,1,2,BI,M,S,A,R,27
1,1,1,1,1,BI,M,E,G,P,15
2,2,5,2,0,PE,M,S,I,C,17
2,3,5,2,1,PE,M,E,G,R,1
1,1,1,1,2,BE,P,E,I,R,16
5,5,5,5,3,BE,P,E,A,E,15
1,1,3,2,1,BE,B,E,I,C,1
2,3,4,5,5,SS,P,E,A,E,30
2,3,2,1,2,GV,M,E,G,P,3
4,4,4,4,4,BP,M,E,I,R,1
5,5,5,2,3,CE,M,I,A,S,2
2,3,2,2,4,QP,M,E,I,C,5
5,5,4,4,4,BP,M,E,I,R,6
5,0,0,0,0,BI,M,E,G,R,3
5,5,5,5,3,CM,P,E,A,R,30
1,4,5,5,2,SS,M,E,A,E,18
3,3,3,1,3,SG,P,E,A,E,18
1,2,1,1,1,PE,B,U,I,P,1
5,5,5,5,3,SR,P,E,G,P,24
5,5,5,5,5,BE,M,E,A,R,15
5,5,5,5,5,BP,M,E,I,P,8
2,2,5,2,4,BI,M,E,A,R,13
3,2,4,2,4,PE,P,E,G,R,6
2,4,2,2,2,GV,P,E,G,R,12
5,4,3,4,3,SR,M,E,I,P,12
2,2,2,1,2,BP,P,E,I,P,28
1,2,5,1,1,QP,M,E,I,P,5
2,2,5,2,5,CM,B,E,A,R,1
1,2,5,2,5,CM,M,R,G,R,10
5,5,5,5,5,CM,M,E,I,R,25
3,3,1,1,2,PE,M,E,I,C,2
1,2,5,2,5,BE,M,E,I,P,5
2,2,1,1,1,BP,M,E,I,R,12
4,4,2,4,3,SS,P,E,I,R,10
2,3,5,5,4,BI,P,E,A,E,12
4,4,5,3,5,BP,P,E,A,R,15
1,1,2,1,5,BA,P,E,A,R,5
5,5,5,3,5,GV,M,E,G,S,1
5,5,5,5,5,PE,B,E,I,R,30
5,5,2,4,5,BI,P,E,A,R,6
5,5,5,5,5,BA,B,I,A,S,2
5,5,5,3,3,BP,M,E,I,P,3
5,5,5,5,5,SR,P,E,G,C,27
1,1,2,1,1,BI,P,E,A,E,18
4,3,4,1,4,BE,M,E,I,R,1
1,1,1,1,1,TH,P,E,A,C,15
5,5,5,5,5,PE,M,E,I,C,11
2,3,1,3,2,QP,P,E,A,E,10
1,2,1,1,2,QP,P,E,A,E,8
5,5,5,5,5,SS,M,E,G,R,22
3,3,1,2,5,BI,P,E,A,R,10
1,1,4,1,2,SS,P,E,A,C,11
5,5,5,2,5,GV,M,E,G,P,10
1,1,1,1,1,SR,M,E,I,R,7
5,5,5,5,5,BP,P,E,I,C,15
2,2,3,1,1,BP,M,E,I,P,22
3,2,1,2,1,QP,M,E,I,P,10
2,1,2,2,1,PE,M,E,I,P,8
4,4,4,2,2,BE,P,E,I,P,7
2,3,2,1,3,BI,P,E,A,C,3
1,3,2,4,2,SR,M,R,G,P,20
1,2,5,2,1,BI,M,E,G,R,16
2,4,5,4,4,PE,P,E,A,R,1
1,1,2,1,5,SR,P,E,A,R,22
1,1,2,2,1,BP,P,S,I,C,15
2,2,2,2,4,BA,P,E,A,R,6
5,5,5,5,0,CM,P,E,A,R,20
2,2,4,1,2,BA,P,E,I,R,2
1,1,2,1,4,PE,P,E,A,C,24
2,2,2,1,1,CE,P,E,A,E,7
3,3,5,5,1,SG,P,E,I,C,22
2,4,2,2,5,EN,P,E,G,R,35
1,1,3,1,2,BP,M,S,I,P,18
5,5,5,5,3,GV,B,E,G,P,20
1,2,3,5,5,BE,M,E,G,R,3
5,5,5,1,1,SR,M,E,I,P,11
5,5,5,2,1,CE,P,E,A,E,27
1,1,1,1,1,QP,M,I,A,S,3
1,2,2,4,1,BE,M,R,G,P,35
5,5,5,5,5,BI,P,R,A,C,12
2,2,2,1,1,PE,M,E,I,P,5
2,5,4,4,5,BP,P,E,A,R,6
1,3,5,1,1,BI,P,E,A,E,21
5,4,5,2,2,BP,P,E,I,P,5
2,4,2,2,4,MR,P,E,A,E,25
1,3,5,1,1,CE,P,E,A,C,2
2,1,4,1,4,MR,M,E,I,P,1
5,5,5,2,5,BI,P,E,G,R,10
1,1,4,2,4,BP,M,E,I,P,20
1,2,3,1,5,TH,P,S,A,C,15
5,5,5,5,5,EN,P,E,G,P,14
1,3,2,2,4,SG,P,E,A,E,15
2,2,1,1,2,BP,M,E,I,R,8
5,0,0,0,0,BI,M,E,A,P,6
2,4,2,2,5,MR,P,E,I,R,10
5,5,5,5,5,CM,P,S,I,P,25
1,1,3,1,1,SS,B,E,A,R,17
4,4,5,4,5,SS,P,E,A,E,5
4,4,4,4,5,CM,P,I,A,R,10
5,5,5,5,1,BA,P,E,A,E,26
2,4,2,4,3,CE,P,S,I,C,22
1,1,5,1,2,QP,M,E,I,P,22
5,5,5,4,3,BI,P,E,A,R,28
1,2,5,4,2,SS,M,S,G,C,23
1,1,1,1,2,BP,P,E,A,R,2
2,2,4,5,4,GV,B,R,G,P,47
5,5,5,5,2,SS,P,E,A,E,20
5,4,4,5,1,GV,P,E,G,R,35
1,1,5,1,5,BI,P,E,A,C,20
5,5,5,1,5,BP,M,E,I,P,8
2,2,1,1,2,CM,B,U,A,R,1
1,1,1,1,1,QP,P,S,I,C,16
5,2,4,1,1,BP,P,E,I,R,20
2,2,4,5,2,BI,P,E,A,R,13
2,3,1,4,1,BI,P,E,A,E,5
5,5,5,0,3,BP,P,E,I,C,5
5,5,5,5,5,BI,P,E,A,E,23
1,1,2,1,5,MR,M,R,I,C,32
4,4,4,4,4,BI,P,R,A,C,30
5,5,5,5,5,BI,P,E,I,R,20
2,2,1,2,1,SR,P,E,G,C,20
2,2,5,2,2,EN,P,E,G,P,20
2,2,5,2,5,CE,P,S,I,C,20
5,5,5,5,5,SR,B,E,G,R,21
4,5,2,5,5,QP,M,E,I,C,10
1,1,1,1,2,BI,P,E,G,R,10
1,2,1,1,5,MR,B,E,I,R,1
5,3,4,1,5,BI,P,E,I,P,12
1,1,5,1,5,BI,P,E,G,R,17
5,0,0,0,0,EN,P,E,G,R,15
2,3,5,2,3,CE,P,E,A,R,7
4,4,4,4,3,PE,M,E,I,C,16
5,5,5,5,5,BP,P,E,I,C,5
2,3,2,1,4,GV,B,E,G,P,12
2,2,3,2,2,PE,M,E,G,P,25
1,1,4,1,1,QP,M,I,A,E,22
2,3,5,2,1,SS,P,E,A,E,20
1,1,5,1,5,CE,P,E,A,E,17
1,2,5,1,2,QP,P,E,I,C,3
1,2,1,1,1,QP,M,E,I,P,3
1,1,2,1,1,BI,P,E,A,E,7
1,5,5,1,5,SR,M,E,G,P,25
3,3,5,1,3,PE,M,E,G,C,4
1,3,1,1,1,QP,P,E,A,R,8
3,3,3,4,2,BI,M,E,I,C,2
1,3,1,1,2,BE,B,E,I,C,9
1,1,5,1,2,PE,P,E,A,R,15
1,2,5,2,4,BI,M,E,A,C,20
1,2,5,1,2,PE,P,E,A,E,27
5,3,5,1,2,CM,P,E,A,R,23
1,1,2,1,5,QP,B,E,I,P,2
4,2,3,2,4,BI,M,E,A,P,25
5,5,5,5,1,BE,B,R,I,C,10
2,3,2,2,5,BI,P,E,A,R,32
5,5,5,5,3,PE,P,E,A,E,30
1,1,2,1,5,BP,P,E,I,C,20
5,4,5,5,1,BE,P,E,A,R,5
1,2,5,2,5,BE,P,E,A,R,2
1,1,5,2,5,BP,P,E,I,P,12
4,4,5,4,5,BP,M,E,I,R,7
1,1,2,1,4,BI,P,E,A,C,4
2,3,4,5,4,BI,P,E,A,R,14
5,5,5,5,5,CE,P,E,A,R,4
2,3,5,4,1,SG,P,E,A,R,2
4,4,4,2,1,PE,P,E,A,R,28
5,3,5,5,5,BE,M,E,I,P,2
5,5,5,3,5,TH,P,E,A,E,23
5,5,5,4,5,CM,P,E,I,R,13
3,2,2,1,1,BP,P,E,I,P,25
2,0,3,2,2,BI,P,E,A,R,10
1,3,1,1,5,BI,P,E,A,E,14
1,2,1,1,5,BE,B,E,A,C,1
2,2,1,2,1,BI,P,E,A,E,29
5,3,4,2,3,PE,P,E,I,E,6
3,3,3,3,3,CE,M,I,A,E,14
5,5,5,5,5,GV,M,E,G,R,1
5,5,5,1,5,PE,P,E,I,R,30
2,1,5,2,2,BI,M,E,A,R,12
5,3,5,5,5,QP,P,E,I,P,1
1,2,2,2,5,BP,M,E,I,P,8
4,3,5,4,5,BP,P,E,I,C,5
5,5,5,5,5,SS,P,S,I,R,18
2,3,2,2,1,CE,M,E,A,E,1
1,2,2,2,2,SR,P,E,A,R,4
2,3,5,1,2,PE,P,E,A,E,16
1,1,1,2,2,BE,P,E,A,R,6
1,1,5,2,4,BA,M,I,A,S,2
5,5,5,5,5,BI,P,E,A,R,19
5,3,5,5,5,BI,P,E,A,R,1
4,5,4,5,4,BP,M,E,I,P,12
2,3,3,1,5,BE,M,I,I,R,2
5,5,5,5,5,GV,M,E,G,C,5
1,2,3,1,2,PE,P,E,I,P,28
5,2,5,5,1,BE,P,E,A,P,20
5,5,5,4,3,BI,M,E,G,C,1
5,5,5,5,5,CM,B,I,A,S,1
4,2,5,2,5,TH,P,E,A,E,5
2,3,3,2,2,BI,P,E,A,E,8
1,2,2,1,1,BE,P,E,A,E,21
3,4,4,2,1,PE,P,E,G,C,10
2,2,2,2,2,SS,P,E,A,R,2
5,5,5,5,5,BI,P,E,A,R,20
1,1,4,1,2,BP,P,E,I,P,18
1,4,3,1,5,BP,M,E,I,C,7
2,2,5,2,5,EN,P,E,G,R,11
2,2,4,4,5,BP,B,E,I,C,2
5,4,5,2,5,SR,P,E,G,R,34
5,4,5,3,5,BP,M,E,I,C,4
2,2,5,1,4,EN,P,E,I,R,26
5,5,5,1,5,BP,P,E,I,R,3
5,5,5,2,5,PE,M,S,G,C,10
5,4,5,4,1,BI,P,E,A,R,21
4,2,5,2,4,BP,P,E,I,P,20
5,5,5,4,3,BP,N,I,A,S,1
1,2,1,1,5,BI,P,E,A,E,20
1,1,5,1,1,PE,P,E,A,R,22
3,3,5,4,3,QP,M,S,I,C,10
1,1,5,1,5,BI,P,E,A,R,6
4,4,4,5,4,SS,P,U,G,R,20
5,5,5,5,0,PE,P,E,A,R,25
1,2,3,1,2,BI,M,E,I,P,12
1,0,4,2,4,EN,P,E,A,R,1
1,4,2,1,2,CE,P,E,A,E,12
1,1,2,2,1,QP,B,E,I,P,8
1,2,2,2,1,BE,P,E,A,E,12
1,2,5,2,5,BP,P,E,I,P,22
5,5,5,5,5,QP,P,S,I,C,34
4,0,5,2,5,SS,P,E,A,R,2
2,2,4,1,2,PE,B,E,I,P,8
1,1,1,2,1,BI,M,E,A,E,1
5,4,5,1,1,PE,M,E,I,C,25
1,3,3,2,2,BI,P,E,A,E,20
4,3,3,2,3,PE,P,U,I,C,10
5,5,5,1,5,BP,P,E,I,P,19
5,5,5,5,5,CM,P,E,I,C,15
5,5,5,5,0,BI,P,E,I,C,24
1,3,2,1,1,GV,M,E,G,P,7
5,5,5,5,5,PE,P,R,A,R,3
1,2,2,2,4,BI,P,E,A,E,2
1,2,4,2,3,CM,P,I,A,S,2
5,5,5,1,1,BA,P,E,A,R,10
5,5,2,5,3,BP,M,E,I,C,6
1,1,4,2,1,CM,P,E,A,E,9
1,1,2,4,3,BI,P,E,G,C,23
1,3,5,2,4,BI,M,I,A,S,1
1,3,1,5,1,PE,P,R,G,R,30
2,3,1,1,5,BP,M,E,I,P,5
4,5,1,2,5,SS,P,E,G,R,5
1,3,2,2,3,CE,M,E,A,C,6
2,3,2,2,5,CM,P,E,I,E,20
1,1,5,1,5,BI,P,E,A,R,10
5,5,5,3,5,BA,P,E,A,R,20
2,1,1,1,4,BP,P,I,A,E,2
4,4,4,2,2,BP,P,E,I,C,16
2,2,5,1,2,BI,P,E,I,C,15
1,2,4,1,2,SS,M,E,G,R,20
1,2,3,1,2,BA,P,E,I,P,3
3,3,5,1,5,PE,P,E,A,R,17
5,5,4,1,4,BP,M,E,I,P,14
1,2,1,1,1,SS,P,E,A,E,2
1,1,1,1,1,PE,P,E,I,C,30
5,5,5,2,5,SS,P,E,G,P,10
1,2,5,2,3,SR,P,E,A,R,7
5,5,3,1,3,CM,P,E,A,E,3
1,1,2,1,1,BP,M,E,I,P,6
4,4,3,2,4,BP,P,E,I,P,14
5,5,5,5,3,BI,P,E,A,R,13
2,3,1,5,1,PE,M,E,G,R,5
5,5,5,1,5,BE,M,E,G,P,19
3,3,3,2,3,BA,P,E,G,P,3
1,1,2,1,2,BP,M,E,I,P,38
5,3,5,5,3,BA,P,E,A,E,25
5,5,5,5,5,BP,P,E,I,R,15
5,5,5,5,5,EN,P,E,A,R,6
5,5,5,2,2,BP,P,S,I,C,20
1,3,2,2,1,QP,M,E,I,C,10
2,3,4,1,1,SS,M,E,G,R,6
5,5,5,4,3,SR,P,E,G,P,15
5,5,5,1,5,BE,P,E,A,R,1
5,5,5,5,5,PE,M,E,I,P,12
1,1,2,1,2,PE,P,E,I,C,20
2,1,2,1,2,BI,P,E,A,R,10
5,5,5,4,5,GV,M,E,G,P,30
5,5,5,5,5,SS,P,E,G,P,1
2,5,5,2,1,BP,P,E,I,C,2
1,2,3,1,4,QP,P,E,A,E,30
5,5,1,4,2,BI,M,R,G,C,35
2,2,5,1,2,SR,M,E,G,P,12
2,2,3,4,5,SR,M,E,G,P,6
2,3,5,2,5,BI,P,S,I,P,5
1,2,2,1,2,GV,M,E,G,P,18
5,5,5,5,5,CM,B,S,A,E,12
5,4,5,4,5,SR,M,E,G,P,15
5,5,5,5,2,SR,P,E,G,R,15
1,1,2,1,5,BI,M,E,I,C,11
1,1,4,2,2,QP,P,E,G,R,22
1,1,2,2,2,EN,M,S,G,C,2
1,5,1,1,2,GV,M,E,I,P,8
1,1,1,2,4,BE,M,E,I,P,20
5,5,5,2,5,SR,M,E,G,P,3
5,5,5,5,1,CE,P,S,A,R,25
2,2,2,4,2,CM,P,E,A,E,12
5,5,5,5,3,SS,M,I,A,S,1
4,4,5,5,3,BI,P,E,A,R,30
1,2,2,1,5,GV,P,E,G,R,3
2,1,5,1,5,BE,P,E,A,R,20
2,2,5,5,2,PE,P,E,A,E,15
5,5,5,5,5,BI,P,E,A,C,14
5,4,5,2,5,BI,P,E,A,P,15
5,5,5,5,3,BI,P,E,A,R,13
3,3,3,4,3,SS,M,I,A,S,5
2,3,4,2,5,BI,P,E,A,C,9
3,2,2,4,4,GV,M,E,G,P,10
2,2,4,4,2,BI,P,E,G,R,22
2,2,5,2,2,BA,P,E,A,R,3
5,5,2,4,1,QP,P,E,A,E,10
1,1,2,2,5,QP,B,E,I,C,5
5,5,5,5,5,BA,P,E,A,E,3
2,1,2,1,5,SS,P,E,A,E,2
2,2,4,5,1,PE,P,R,A,R,40
4,5,4,4,1,SS,P,E,A,R,5
2,3,5,1,5,BI,P,E,A,E,25
1,1,2,1,1,BI,P,E,A,C,3
5,5,5,5,1,TH,P,E,A,R,15
5,5,5,5,5,SS,P,E,A,E,14
2,2,5,1,1,SR,P,E,G,P,7
2,1,5,1,5,PE,P,E,A,R,14
1,1,2,1,1,BI,M,E,G,C,12
2,1,4,2,2,BA,M,E,I,P,4
1,2,2,1,2,BP,P,S,I,C,20
4,4,4,1,2,EN,P,E,A,C,20
2,2,3,2,2,BA,P,E,I,R,1
2,2,4,1,3,PE,P,E,G,P,36
2,1,1,2,3,BI,P,E,A,E,18
1,2,5,1,2,BP,M,E,I,P,10
5,5,5,5,5,BI,P,E,A,C,32
1,2,1,1,5,TH,P,E,A,R,2
2,2,5,1,5,EP,P,E,G,O,15
4,5,2,1,2,BP,P,E,I,R,15
2,5,5,2,5,EN,M,E,G,P,1
1,1,2,1,1,MR,M,E,I,C,5
1,0,3,4,3,PE,B,R,I,P,38
4,4,4,2,4,BI,P,E,G,R,8
2,2,1,1,2,SS,P,E,I,P,1
5,5,2,2,5,GV,M,E,G,R,10
1,1,3,1,3,BI,P,E,I,P,13
4,4,2,2,5,BE,M,E,I,C,2
1,1,5,1,5,BI,M,E,I,P,20
5,3,5,2,5,SR,P,E,I,C,10
5,5,4,4,5,CM,P,E,G,R,4
1,1,2,1,4,QP,M,E,I,P,15
2,2,5,5,4,BE,P,R,A,E,40
1,2,1,1,1,QP,M,E,I,C,18
2,5,2,4,5,SS,P,E,I,R,17
1,2,1,1,2,BE,M,E,I,C,2
2,2,4,2,3,BP,M,E,I,R,10
4,4,4,5,2,CM,M,E,I,P,20
